#{"t_start": 1713106215.168335, "env_id": null}
r,l,t
309.437341,1428,1782.145568
-131.557713,1428,1785.958224
-334.627443,1428,1789.728194
-189.725454,1428,1793.505069
829.808201,1428,1797.347733
-527.278961,1428,1801.198979
-259.973097,1428,1804.94181
8.154134,1428,1808.741177
-131.611494,1428,1812.534593
-336.674862,1428,1816.3141
-107.902547,1428,1820.116427
-282.45559,1428,1823.95051
-179.32133,1428,1827.723314
-392.423707,1428,1831.458928
-574.103324,1428,1835.201059
-328.709004,1428,1838.929925
-65.707745,1428,1842.661732
-527.296427,1428,1846.446851
-559.911911,1428,1850.198981
-428.164655,1428,1853.972866
-528.17792,1428,1857.724884
668.679624,1428,1861.462984
-242.266878,1428,1865.189374
513.583867,1428,1868.967088
-502.806417,1428,1872.739207
-319.473198,1428,1876.489678
486.0298,1428,1880.277333
-461.116507,1428,1884.027462
-221.503679,1428,1887.831384
-343.187303,1428,1891.638318
79.568673,1428,1895.401617
-358.549842,1428,1899.134583
-217.408768,1428,1902.94482
-196.63276,1428,1906.727124
652.038053,1428,1910.555445
-133.483347,1428,1914.318333
-195.192483,1428,1918.043342
488.34573,1428,1921.840784
-69.837202,1428,1925.588099
-590.966886,1428,1929.29318
-177.759816,1428,1933.048988
367.380762,1428,1936.850782
198.182217,1428,1940.619605
-362.849066,1428,1944.371619
374.383079,1428,1948.139494
-403.026902,1428,1951.848866
-537.349136,1428,1955.614962
935.926784,1428,1959.405595
-146.134653,1428,1963.23527
-147.884782,1428,1967.001325
-425.879575,1428,1970.740763
-537.055926,1428,1974.524532
10.368406,1428,1978.291317
-35.508926,1428,1982.054639
56.482336,1428,1985.750726
-307.264027,1428,1989.523589
42.750719,1428,1993.235005
-456.09547,1428,1996.992331
213.081996,1428,2000.769528
480.088205,1428,2004.535114
-692.184414,1428,2008.269925
-456.809802,1428,2012.019903
-280.622844,1428,2015.817095
-809.966159,1428,2019.709626
513.513908,1428,2023.554837
-608.16412,1428,2027.520165
29.200437,1428,2031.381398
-34.51254,1428,2035.275489
245.702592,1428,2039.106257
-178.91186,1428,2042.864196
-195.189085,1428,2046.622621
382.59438,1428,2050.374038
-729.065991,1428,2054.130033
179.555941,1428,2057.857254
143.430948,1428,2061.682071
44.484642,1428,2065.531589
426.248852,1428,2069.264923
-188.946399,1428,2073.020374
-113.418428,1428,2076.808796
-237.693709,1428,2080.570969
30.153016,1428,2084.340333
-450.922341,1428,2088.098046
-269.243717,1428,2091.877576
-197.778936,1428,2095.648089
-448.645183,1428,2099.419755
266.205087,1428,2103.284076
579.615393,1428,2107.120913
-614.359531,1428,2111.00254
-263.177224,1428,2114.758778
-244.783103,1428,2118.563819
-27.063553,1428,2122.268027
-452.058376,1428,2126.028467
-492.916054,1428,2129.815742
-352.647797,1428,2133.604652
363.528712,1428,2137.361985
-115.495436,1428,2141.180231
341.753648,1428,2144.988006
593.26573,1428,2148.852326
-397.938291,1428,2152.660734
-660.51355,1428,2156.501648
411.882244,1428,2160.335382
-557.689469,1428,2164.086517
22.38808,1428,2167.876133
-387.636215,1428,2171.655045
914.403905,1428,2175.453799
1260.227912,1428,2179.196751
-128.612226,1428,2182.923246
1013.303009,1428,2186.679331
-85.055164,1428,2190.364529
-142.118083,1428,2194.177836
-352.264254,1428,2197.930421
-326.3925,1428,2201.744493
-308.600427,1428,2205.561096
-179.040936,1428,2209.328115
-618.428745,1428,2213.132162
-275.649772,1428,2216.945342
-388.346839,1428,2220.774432
-1043.260791,1428,2224.613785
-217.143249,1428,2228.37744
-307.897953,1428,2232.147765
966.890334,1428,2235.949621
-204.90302,1428,2239.718811
264.800545,1428,2243.546844
-6.271594,1428,2247.324396
