#{"t_start": 1713105789.0286548, "env_id": null}
r,l,t
11433.112303,7142,17719.351184
11355.590081,7142,17738.894596
12252.189886,7142,17758.435847
13283.941536,7142,17778.148634
6029.156398,7142,17797.783195
6492.152467,7142,17817.765022
9492.084051,7142,17837.380571
8161.986028,7142,17856.775263
10527.996253,7142,17876.251369
9433.020761,7142,17896.234084
8337.183855,7142,17916.002895
-1078.526801,7142,17936.144572
10339.044249,7142,17955.558203
5901.218245,7142,17975.365538
11389.420737,7142,17994.79065
8813.38478,7142,18014.372792
10824.103181,7142,18033.83269
7607.27097,7142,18053.060981
10198.778382,7142,18072.582466
10907.848339,7142,18091.706839
9462.495181,7142,18111.310874
9810.194777,7142,18130.744138
9405.306221,7142,18150.581836
10628.446668,7142,18170.132506
11522.671034,7142,18189.714429
12064.427708,7142,18209.317985
11272.707542,7142,18228.661907
4480.722551,7142,18248.461613
10747.695125,7142,18267.935747
11260.787839,7142,18287.47405
11208.906122,7142,18307.111127
11345.578786,7142,18326.457664
8960.185153,7142,18346.061751
10549.789377,7142,18365.526133
-111.513267,7142,18385.807171
10706.209293,7142,18405.409991
8966.374935,7142,18424.779095
5905.789861,7142,18444.423247
11706.480728,7142,18463.636837
11480.07791,7142,18483.626572
11165.845199,7142,18503.07962
7717.771833,7142,18523.018837
12197.875053,7142,18542.630558
9783.134053,7142,18562.039021
10278.665278,7142,18581.548256
9759.832619,7142,18600.853683
-6545.892802,7142,18620.299785
5801.695444,7142,18639.356035
6745.449825,7142,18658.873486
8559.109941,7142,18678.750027
11265.467632,7142,18698.246061
8422.321642,7142,18718.024747
9900.237376,7142,18737.479113
8932.093949,7142,18757.22803
8131.299783,7142,18776.591628
8818.551245,7142,18796.332179
11166.629444,7142,18815.861412
9337.010608,7142,18835.255673
7468.780251,7142,18854.820197
11556.102402,7142,18874.280574
-970.857789,7142,18894.156762
7294.936728,7142,18913.708369
4846.657495,7142,18933.607663
4213.260021,7142,18953.745879
4257.748677,7142,18973.667714
10643.768374,7142,18993.35585
10389.510898,7142,19012.668308
1579.869884,3548,19022.460913
11916.071931,7142,19041.882304
8949.400561,7142,19061.734135
10493.775258,7142,19081.308312
9805.865838,7142,19100.760339
